Year,Average Annual Unemployment Rate,Labor Force Percentage Change,Total Employment Percentage Change,GDP Percentage Change,Average Annual Nominal Interest Rate,Average Annual Real Interest Rate,Covered workers,OASI Beneficiaries,OASDI Beneficiaries,Covered workers per OASDI beneficiary,OASDI beneficiaries per 100 covered workers,Total Fertility Rate,"Age-sex-adjusted death rate per 100,000","Age-sex-adjusted death rate per 100,000 (Under 65)","Age-sex-adjusted death rate per 100,000 (65 and over)",LPR Immigration,LPR Emigration,Net LPR Change,Net Temporary or Unlawful Immigration Change,Income rate (OASDI),Cost rate (OASDI),Balance (OASDI),Income rate (HI),Cost rate (HI),Balance (HI),Worker (Retired workers & auxiliaries),Spouse (Retired workers & auxiliaries),Child (Retired workers & auxiliaries),Widow-widower (Survivors),Mother-father (Survivors),Child (Survivors),Parent (Survivors),Total,Non-interest income (K),Interest income (K),Total income (K),Cost (K),Reserves at end of year (K),Life Expectancy at Birth,Life Expectancy at Age 65,Ratio of OASDI Taxable Payroll to GDP,OASI Fund Ratio,DI Fund Ratio,OASDI Fund Ratio,Covid_dummy,LE65_x_Covid
2006.0,4.6,1.4,1.8,2.8,4.8,1.1,161572.0,40435.0,48863.0,3.3,30.0,2.11,880.1,267.4,4965.2,1212.0,303.0,910.0,778.0,12.79,11.06,1.73,3.13,3.16,-0.03,30976.0,2476.0,490.0,4494.0,171.0,1899.0,2.0,40508.0,1026900000.0,163700000.0,1190600000.0,887800000.0,3273800000.0,77.65,18.299999999999997,0.364,3.61,2.07,3.35,0,0.0
2007.0,4.6,1.1,1.1,2.0,4.7,1.9,163331.0,40863.0,49603.0,3.3,30.0,2.12,859.3,261.7,4843.9,1066.0,266.0,800.0,89.0,12.85,11.32,1.53,3.14,3.17,-0.02,31528.0,2431.0,494.0,4436.0,165.0,1892.0,2.0,40947.0,1048300000.0,171200000.0,1219500000.0,923700000.0,3478100000.0,77.9,18.5,0.363,3.72,2.06,3.45,0,0.0
2008.0,5.8,0.8,-0.4,0.1,3.6,0.6,162693.0,41355.0,50420.0,3.2,31.0,2.07,859.8,258.9,4866.8,1113.0,278.0,835.0,-660.0,12.73,11.55,1.18,3.14,3.34,-0.21,32274.0,2370.0,525.0,4380.0,160.0,1915.0,2.0,41625.0,1028500000.0,173600000.0,1202100000.0,933200000.0,3610500000.0,77.95,18.5,0.366,3.92,1.97,3.58,0,0.0
2009.0,9.3,-0.1,-3.7,-2.6,2.9,4.4,157684.0,42385.0,51860.0,3.0,33.0,2.0,828.3,255.4,4647.9,1108.0,277.0,832.0,67.0,13.11,13.05,0.06,3.19,3.72,-0.54,33514.0,2343.0,561.0,4327.0,160.0,1921.0,2.0,42828.0,1035700000.0,177900000.0,1213600000.0,1030700000.0,3817900000.0,78.35,18.85,0.363,3.9,1.78,3.53,0,0.0
2010.0,9.6,-0.2,-0.6,2.7,2.8,0.9,157054.0,43440.0,53398.0,2.9,34.0,1.93,821.5,248.5,4641.9,1048.0,262.0,786.0,17.0,12.54,13.47,-0.92,3.2,3.75,-0.55,34593.0,2316.0,580.0,4285.0,159.0,1913.0,2.0,43847.0,977100000.0,173000000.0,1150200000.0,1049100000.0,3841500000.0,78.5,18.85,0.352,4.0,1.59,3.57,0,0.0
2011.0,8.9,-0.2,0.6,1.6,2.4,-0.7,158591.0,44388.0,54816.0,2.9,35.0,1.89,820.5,248.6,4633.9,1054.0,264.0,791.0,-62.0,12.63,13.46,-0.83,3.21,3.75,-0.54,35600.0,2291.0,594.0,4239.0,158.0,1907.0,2.0,44791.0,982100000.0,162600000.0,1144700000.0,1046600000.0,3807700000.0,78.55000000000001,18.9,0.35,4.02,1.36,3.54,0,0.0
2012.0,8.1,0.9,1.8,2.3,1.5,0.3,160743.0,45377.0,56176.0,2.9,35.0,1.87,811.7,247.5,4573.4,1021.0,255.0,766.0,-112.0,12.85,13.82,-0.96,3.24,3.67,-0.43,36720.0,2280.0,612.0,4193.0,154.0,1907.0,1.0,45868.0,1018100000.0,152000000.0,1170100000.0,1094300000.0,3805100000.0,78.65,19.0,0.35,3.91,1.1,3.41,0,0.0
2013.0,7.4,0.3,1.0,2.1,1.9,0.1,163056.0,46517.0,57471.0,2.8,35.0,1.85,812.4,248.0,4575.7,995.0,249.0,746.0,68.0,12.77,13.97,-1.2,3.33,3.67,-0.34,37893.0,2285.0,625.0,4139.0,150.0,1899.0,1.0,46992.0,1033400000.0,141300000.0,1174600000.0,1130600000.0,3797800000.0,78.65,19.0,0.349,3.84,0.86,3.32,0,0.0
2014.0,6.2,0.3,1.6,2.5,2.3,0.4,165416.0,47603.0,58574.0,2.8,35.0,1.86,803.8,249.7,4498.0,980.0,245.0,735.0,869.0,12.76,13.95,-1.19,3.34,3.5,-0.15,39009.0,2303.0,635.0,4092.0,143.0,1892.0,1.0,48075.0,1063900000.0,132900000.0,1196800000.0,1162900000.0,3775500000.0,78.69999999999999,19.1,0.35,3.74,0.62,3.22,0,0.0
2015.0,5.3,0.8,1.7,2.9,2.0,2.7,168123.0,48663.0,59543.0,2.8,35.0,1.84,813.7,253.0,4552.0,1121.0,280.0,841.0,663.0,12.82,13.91,-1.09,3.35,3.43,-0.09,40089.0,2335.0,648.0,4050.0,140.0,1893.0,1.0,49155.0,1123800000.0,126800000.0,1250600000.0,1219300000.0,3822400000.0,78.55000000000001,19.05,0.352,3.64,0.41,3.11,0,0.0
2016.0,4.9,1.3,1.7,1.8,1.8,1.0,170614.0,49811.0,60539.0,2.8,35.0,1.81,805.9,258.0,4458.7,1188.0,297.0,891.0,6.0,13.09,13.89,-0.8,3.35,3.48,-0.12,41233.0,2370.0,661.0,4004.0,133.0,1893.0,1.0,50296.0,1169700000.0,118900000.0,1288700000.0,1241300000.0,3832800000.0,78.55,19.2,0.353,3.58,0.22,3.05,0,0.0
2017.0,4.4,0.7,1.2,2.5,2.3,-0.3,172692.0,50962.0,61480.0,2.8,36.0,1.76,810.4,258.2,4492.0,1102.0,276.0,827.0,247.0,13.05,13.64,-0.59,3.36,3.45,-0.09,42447.0,2375.0,675.0,3961.0,128.0,1904.0,1.0,51491.0,1201200000.0,112200000.0,1313400000.0,1255300000.0,3811100000.0,78.5,19.15,0.356,3.47,0.32,2.99,0,0.0
2018.0,3.9,1.1,1.6,3.0,2.9,-0.2,175102.0,52168.0,62464.0,2.8,36.0,1.73,801.8,254.7,4449.5,1090.0,273.0,818.0,-202.0,12.58,13.68,-1.1,3.33,3.41,-0.09,43721.0,2391.0,690.0,3908.0,121.0,1911.0,1.0,52743.0,1182500000.0,107000000.0,1289500000.0,1285500000.0,3720400000.0,78.65,19.2,0.354,3.3,0.49,2.89,0,0.0
2019.0,3.7,0.9,1.1,2.6,2.2,1.2,177024.0,53508.0,63570.0,2.8,36.0,1.7,789.5,253.2,4365.3,1032.0,258.0,774.0,-492.0,12.8,13.82,-1.02,3.35,3.47,-0.13,45094.0,2430.0,701.0,3878.0,117.0,1916.0,1.0,54137.0,1240100000.0,102200000.0,1342200000.0,1339100000.0,3662700000.0,78.8,19.4,0.356,3.07,0.66,2.73,0,0.0
2020.0,8.1,-1.7,-6.2,-2.2,1.0,1.0,175244.0,54843.0,64686.0,2.7,37.0,1.64,918.2,300.0,5040.0,582.0,145.0,436.0,276.0,13.5,14.35,-0.84,3.37,3.54,-0.17,46330.0,2323.0,704.0,3823.0,115.0,1936.0,1.0,55231.0,1301400000.0,95000000.0,1396500000.0,1382900000.0,3632400000.0,77.0,18.25,0.361,2.92,0.64,2.62,1,18.25
2021.0,5.4,0.3,3.2,6.1,1.4,-4.1,176995.0,55546.0,65032.0,2.7,37.0,1.66,930.8,334.3,4907.8,837.0,209.0,628.0,274.0,12.2,13.71,-1.51,3.39,3.34,0.05,47293.0,2165.0,687.0,3773.0,114.0,1976.0,1.0,56009.0,1208200000.0,83200000.0,1291400000.0,1358100000.0,3384200000.0,76.4,18.299999999999997,0.353,2.81,0.68,2.54,0,0.0
2022.0,3.6,1.9,3.7,2.5,3.0,-6.5,181099.0,56544.0,65614.0,2.8,36.0,1.66,867.4,294.7,4686.2,1050.0,262.0,787.0,1480.0,12.65,13.62,-0.97,3.38,3.31,0.07,48588.0,2022.0,682.0,3728.0,112.0,2020.0,1.0,57152.0,1264000000.0,72600000.0,1336600000.0,1360800000.0,3095900000.0,77.45,18.8,0.351,2.51,0.68,2.29,0,0.0
2023.0,3.6,1.7,1.7,2.9,4.1,-0.8,182689.0,57924.0,66631.0,2.7,36.0,1.62,802.0,270.2,4347.6,1192.0,298.0,894.0,1920.0,13.1,14.21,-1.11,3.41,3.34,0.07,50148.0,1895.0,685.0,3688.0,108.0,2037.0,1.0,58562.0,1352800000.0,70500000.0,1423200000.0,1466900000.0,2938200000.0,78.44999999999999,19.4,0.353,2.19,0.76,2.03,0,0.0
2024.0,4.1,0.7,0.3,2.8,4.3,1.3,183936.0,59556.0,67868.0,2.7,37.0,1.62,769.7,248.5,4244.5,1263.0,316.0,947.0,1786.0,13.32,14.67,-1.34,3.41,3.34,0.07,51773.0,1861.0,713.0,3630.0,104.0,2051.0,1.0,60132.0,1381900000.0,70800000.0,1452700000.0,1521400000.0,2788600000.0,79.05,19.6,0.347,1.99,0.93,1.88,0,0.0
